OBJECTID,DESCRIPTION,ID,ECYHRIAVG,thematic_value,Shape__Area,Shape__Length,CreationDate,Creator,EditDate,Editor,P5YHRIAGG,ECYPTAPOP,ECYCDOOWCO,ECYCDOOWCO_P,HSTE001,HSTE001_A,P5YHRIMED,ECYHNIMED,P5YHRIAVG,ECYCDOCO,ECYCDOCO_P,ECYHRIAGG,ECYMTN2534,ECYMTN2534_P,P5YTENRENT,P5YTENRENT_P,ECYMTN1524,ECYMTN1524_P,ECYHNIAVG,NAME,CREATED,MODIFIED,CREATOR,EDITOR,REGION,FLAGS,GEOID,GEONAME,GEOLEVEL,HIERARCHY,SYMBOL,SITE_METADATA,P0YTENRENT,P0YTENRENT_P,ECYHRIMED,P5YHNIMED,P0YTENHHD,P5YTENOWN,P5YTENOWN_P,P0YTENOWN,P0YTENOWN_P,ECYTENOWN,ECYTENOWN_P,P5YHNIAVG,ECYCDORECO,ECYCDORECO_P,ECYHNIAGG,P5YHNIAGG,ECYTENHHD,P5YTENHHD,ECYTENRENT,ECYTENRENT_P,OWNERSHIP_PCT_2023,OWNERSHIP_PCT_2028,OWNERSHIP_PCT_2033,OWNERSHIP_DELTA_23_28,OWNERSHIP_DELTA_28_33,OWNERSHIP_DELTA_23_33,RENTAL_PCT_2023,RENTAL_PCT_2028,RENTAL_PCT_2033,RENTAL_DELTA_23_28,RENTAL_DELTA_28_33,RENTAL_DELTA_23_33,TOTAL_HH_DELTA_23_28,TOTAL_HH_DELTA_28_33,TOTAL_HH_DELTA_23_33,INCOME_AVG_CONS_DELTA_23_28,INCOME_MED_CONS_DELTA_23_28,INCOME_AGG_CONS_DELTA_23_28,INCOME_AVG_CURR_DELTA_23_28,INCOME_MED_CURR_DELTA_23_28,INCOME_AGG_CURR_DELTA_23_28,HOT_GROWTH_INDEX,YOUNG_MAINTAINERS_PCT,RENTAL_MARKET_PCT,NEW_HOMEOWNER_INDEX,HOUSING_AFFORDABILITY_INDEX,RELATIVE_INCOME_AVG,RELATIVE_INCOME_MED
121,"G8J (Chicoutimi, QC)",G8J,80554.14,80554.14,2344096837.0,302744.5493028244,1753801739027,Synapse54,1753801739027,Synapse54,161152899.44,4258,33,1.74,166987375.84,88073.51,68805.25,75317.07,85402.57,68,3.59,152753980.17,229,12.08,378,20.03,60,3.16,92769.11,,,,,,,,,,,,,,381,20.68,64807.88,87186.71,1842,1507,79.86,1459,79.21,1525,80.43,109320.83,35,1.85,175917089.58,206286170.94,1896,1887,369,19.46,80.4324894514768,79.86221515633281,79.20738327904452,-0.5702742951439888,-0.654831877288288,-1.2251061724322767,19.462025316455698,20.03179650238474,20.684039087947884,0.5697711859290422,0.652242585563144,1.2220137714921862,-0.4746835443037975,-2.384737678855326,-2.848101265822785,6.018846455315652,6.168030801192699,5.498330885161126,17.84184412246706,15.759561544282057,17.263292288717263,46.48130945988882,15.242616033755274,19.462025316455698,13.270440403029815,44.86932139993341,44.57161163881753,45.31588604160723
122,"G8K (Saint-Felicien, QC)",G8K,80003.32,80003.32,860422895.5,186957.39961478047,1753801739027,Synapse54,1753801739027,Synapse54,425289637.69,10276,110,2.21,436724759.7,87713.35,67207.8,73307.47,86143.79,359,7.21,398335404.43,562,11.29,1414,28.64,229,4.6,92134.76,,,,,,,,,,,,,,1397,29.01,63206.77,85736.88,4815,3523,71.36,3418,70.99,3572,71.74,110269.64,249,5.0,458737670.53,544398339.82,4979,4937,1407,28.26,71.74131351677043,71.35912497468098,70.98650051921081,-0.38218854208945174,-0.37262445547017364,-0.7548129975596254,28.25868648322956,28.64087502531902,29.0134994807892,0.38218854208945885,0.37262445547018075,0.7548129975596396,-0.8435428800964049,-2.4711363176017827,-3.293834103233581,7.675268976337464,6.330065592657252,6.766717936752391,19.682994778517905,16.95517523657549,18.673127321554496,47.379981167196625,15.886724241815624,28.25868648322956,15.854767420134364,44.23863570192493,44.266836054063056,44.196335173717735
123,"G8L (Dolbeau-Mistassini, QC)",G8L,75015.54,75015.54,3537542888.8203125,527284.6001355818,1753801739027,Synapse54,1753801739027,Synapse54,525292665.35,14355,25,0.37,554192116.74,82801.75,61299.85,67916.27,79752.1,472,7.05,502080592.66,691,10.32,2223,33.75,185,2.76,86390.65,,,,,,,,,,,,,,2203,34.62,59088.77,78137.66,6364,4363,66.24,4160,65.37,4485,67.01,102087.86,447,6.68,578214436.73,672408705.89,6693,6587,2208,32.99,67.0103092783505,66.23652649157431,65.36769327467002,-0.773782786776195,-0.8688332169042923,-1.6426160036804873,32.98969072164948,33.74829209048125,34.61659333752357,0.7586013688317692,0.8683012470423179,1.6269026158740871,-1.5837442103690424,-3.3854562016092307,-4.915583445390706,6.314105050766831,3.741963151373775,4.6231766432204635,18.17003344690659,15.04998728581531,16.29054260434947,44.57111741485032,13.088301210219633,32.98969072164948,15.074049007291208,41.430976552358054,41.50703509163131,41.316888743448175
124,"G8M (Normandin, QC)",G8M,81387.53,81387.53,1017813603.5,185656.56193391615,1753801739027,Synapse54,1753801739027,Synapse54,198094803.68,5206,25,1.08,206947821.58,89394.31,72410.22,79785.03,86576.18,88,3.8,188420157.14,281,12.14,416,18.18,57,2.46,93728.86,,,,,,,,,,,,,,399,18.0,69477.24,92962.85,2217,1872,81.82,1818,82.0,1888,81.56,110823.13,63,2.72,216991567.94,253574206.12,2315,2288,427,18.44,81.55507559395248,81.81818181818183,82.00270635994588,0.2631062242293467,0.18452454176404842,0.44763076599339513,18.444924406047516,18.181818181818183,17.997293640054128,-0.2631062242293325,-0.18452454176405553,-0.447630765993388,-1.1663066954643628,-3.1031468531468533,-4.233261339092873,6.375239548368151,4.221497572442423,5.134613348619364,18.238000547536803,16.516657322808562,16.85901370606042,50.34941429067519,14.600431965442764,18.444924406047516,12.713087098512847,46.451986935888925,45.03273673336479,48.58086223967511
125,"G8N (Hebertville, QC)",G8N,84692.52,84692.52,473865737.0,121456.61747790436,1753801739027,Synapse54,1753801739027,Synapse54,102964650.55,2533,21,1.86,105681448.03,93358.17,72448.09,78795.34,91857.96,54,4.77,95870203.72,110,9.72,241,21.5,22,1.94,97535.01,,,,,,,,,,,,,,240,21.68,67623.3,92781.52,1107,880,78.5,867,78.32,891,78.71,117584.15,33,2.92,110407645.02,131801435.64,1132,1121,241,21.29,78.71024734982332,78.50133809099019,78.31978319783198,-0.20890925883313116,-0.18155489315820716,-0.3904641519913383,21.289752650176677,21.49866190900981,21.680216802168022,0.20890925883313471,0.18155489315821072,0.39046415199134543,-0.9717314487632509,-1.2488849241748439,-2.208480565371025,8.460534649340936,7.134804128162917,7.400053984155649,20.55583938526279,17.75000907414069,19.377091700601518,48.22913653590347,11.66077738515901,21.289752650176677,13.601887202465083,47.03066697999023,46.8614289737658,47.284523989326885
126,"G8P (Chibougamau, QC)",G8P,90744.58,90744.58,2435879767.5,197043.63571528325,1753801739027,Synapse54,1753801739027,Synapse54,318669738.29,7413,45,1.38,303009178.86,92606.72,83142.21,89289.79,97803.32,228,6.97,296921869.22,521,15.92,985,30.23,95,2.9,104504.79,,,,,,,,,,,,,,1015,30.54,77870.29,106641.77,3323,2273,69.77,2308,69.46,2288,69.93,125194.6,184,5.62,341946121.53,407917948.36,3272,3258,984,30.07,69.92665036674816,69.76672805402087,69.45531146554318,-0.1599223127272893,-0.31141658847769804,-0.47133890120498734,30.073349633251834,30.23327194597913,30.544688534456814,0.1599223127272964,0.31141658847768383,0.47133890120498023,-0.4278728606356968,1.9950890116635973,1.558679706601467,7.778690473855304,6.770130174165286,7.324441654341809,19.797953758865994,19.433330507329014,19.293047259847963,48.53651466120414,18.82640586797066,30.073349633251834,17.20354237176732,51.90589354313661,50.21010935114705,54.44956983112095
127,"G8T (Trois-Rivieres, QC)",G8T,67034.39,67034.39,53667241.0,76442.1934749919,1753801739027,Synapse54,1753801739027,Synapse54,1048538283.96,28159,409,2.87,1030963387.05,72368.62,57583.34,62029.05,72461.27,1101,7.73,954993592.47,1762,12.37,6987,48.29,621,4.36,77199.26,,,,,,,,,,,,,,7187,49.0,53540.18,74313.76,14667,7483,51.71,7480,51.0,7474,52.46,92755.12,692,4.86,1099805669.04,1342197059.11,14246,14470,6773,47.54,52.46384950161449,51.71389080856945,50.998840935433286,-0.7499586930450377,-0.7150498731361665,-1.4650085661812042,47.54317001263513,48.28610919143055,49.001159064566714,0.7429391787954174,0.7150498731361665,1.457989051931584,1.5723711919135197,1.3614374568071872,2.9552154990874633,8.095665523323186,7.551636920159768,9.795321374675988,20.150270870472077,19.80476889457438,22.039474508399188,47.31707753095365,16.72750245682999,47.54317001263513,20.301304012835438,37.22942902016524,37.0909651263738,37.43712486085239
128,"G8V (Trois-Rivieres, QC)",G8V,95742.68,95742.68,104632608.0,66015.1834431966,1753801739027,Synapse54,1753801739027,Synapse54,497556805.59,11040,104,2.22,494795522.97,105522.61,84331.77,92269.18,102151.87,269,5.74,448945962.71,677,14.44,1290,26.48,90,1.92,110260.78,,,,,,,,,,,,,,1360,27.3,79986.8,108456.89,4981,3581,73.52,3621,72.7,3494,74.51,130761.02,165,3.52,517022646.85,636905005.21,4689,4871,1195,25.49,74.5148219236511,73.51673167727367,72.6962457337884,-0.9980902463774299,-0.8204859434852665,-1.8185761898626964,25.4851780763489,26.48326832272634,27.303754266211605,0.998090246377437,0.8204859434852665,1.8185761898627035,3.8814246107912136,2.258263190309998,6.227340584346343,6.694182782433083,5.432108797951663,10.827771473111685,18.592504061734378,17.5440054848217,23.187061358026085,48.02630327039623,16.3574322883344,25.4851780763489,14.946793787209623,54.15717470108356,52.975620498457076,55.9295060050233
129,"G8W (Trois-Rivieres, QC)",G8W,90079.18,90079.18,128446737.0,76697.25349343411,1753801739027,Synapse54,1753801739027,Synapse54,510378051.84,11651,173,3.38,501994112.65,98045.73,75352.45,81081.83,96968.26,424,8.28,461206353.57,695,13.57,1823,34.64,136,2.66,103738.49,,,,,,,,,,,,,,1891,35.35,70418.36,96435.1,5350,3440,65.36,3460,64.67,3383,66.07,124125.66,251,4.9,531142162.91,653317032.57,5120,5263,1737,33.93,66.07421875,65.36196085882577,64.67289719626169,-0.7122578911742323,-0.6890636625640809,-1.4013215537383132,33.92578125,34.63803914117424,35.345794392523366,0.7122578911742394,0.707755251349127,1.4200131425233664,2.79296875,1.6530495914877448,4.4921875,7.64780496447681,7.006823220535094,10.661539653429102,19.65246457703404,18.935524765536254,23.002291701083063,48.401761091055576,16.23046875,33.92578125,17.182751037530732,49.60073134440061,49.84193522149375,49.2389255287609
130,"G8Y (Trois-Rivieres, QC)",G8Y,86444.66,86444.66,45724725.5,37933.330899285655,1753801739027,Synapse54,1753801739027,Synapse54,1561747989.74,34665,771,4.69,1528279490.16,92915.83,72536.04,78343.18,92502.12,2226,13.53,1421857887.38,2179,13.25,7043,41.72,829,5.04,99552.84,,,,,,,,,,,,,,7349,42.7,67755.3,92550.29,17211,9840,58.28,9862,57.3,9776,59.44,118408.72,1455,8.85,1637463724.86,1999138792.59,16448,16883,6672,40.56,59.43579766536965,58.283480424095245,57.30056359305096,-1.1523172412744032,-0.9829168310442853,-2.1352340723186884,40.56420233463035,41.716519575904755,42.69943640694904,1.1523172412744032,0.9829168310442853,2.1352340723186884,2.6446984435797667,1.9427826808031747,4.63886186770428,7.007326999724437,7.055890830680391,9.838543190681996,18.940574673710973,18.134456630430375,22.087516336334264,46.27265913645444,18.28793774319066,40.56420233463035,18.90015701548686,47.64927511153465,47.830909916853734,47.376822903556025
131,"G8Z (Trois-Rivieres, QC)",G8Z,58581.8,58581.8,16678138.0,22099.08240994394,1753801739027,Synapse54,1753801739027,Synapse54,491913175.26,15016,196,2.62,485225074.12,64878.34,51815.8,55208.43,63575.58,967,12.93,438128940.26,1509,20.18,5572,72.02,1100,14.71,67464.96,,,,,,,,,,,,,,5727,72.74,48011.49,67387.09,7873,2165,27.98,2146,27.26,2143,28.65,81380.87,772,10.32,504565366.84,629680792.1,7479,7737,5336,71.35,28.65356331060302,27.982422127439577,27.257716245395656,-0.6711411831634422,-0.7247058820439207,-1.395847065207363,71.34643668939698,72.01757787256042,72.74228375460434,0.6711411831634422,0.7247058820439207,1.395847065207363,3.449659045326915,1.7577872560423937,5.268083968444979,8.52445640113482,7.923749085895908,12.275891879701598,20.626870600679208,22.059420997843983,24.79667323256349,48.95662367462616,34.8843428265811,71.34643668939698,30.722074419066956,32.87693520852979,32.41404152167574,33.571275738810854
132,"G9A (Trois-Rivieres, QC)",G9A,55369.95,55369.95,105086814.0,113245.62209754916,1753801739027,Synapse54,1753801739027,Synapse54,747982039.82,21577,398,3.27,735512384.67,60501.14,47282.01,49743.84,60129.97,1397,11.49,673122858.52,2134,17.55,8936,71.84,949,7.81,63766.07,,,,,,,,,,,,,,9146,72.36,43806.46,61061.64,12640,3503,28.16,3494,27.64,3491,28.72,76970.26,999,8.22,775192987.22,957465558.97,12157,12439,8666,71.28,28.715966110060048,28.161427767505426,27.642405063291136,-0.554538342554622,-0.5190227042142901,-1.073561046768912,71.28403388993996,71.83857223249457,72.35759493670886,0.5545383425546078,0.5190227042142936,1.0735610467689014,2.3196512297441805,1.6158855213441594,3.9730196594554577,8.596756905144405,7.933875506032678,11.121176521117333,20.707235054630143,22.75216388602087,23.513186361975045,48.89944340057704,25.359874969153573,71.28403388993996,27.88028723386237,30.634520866347007,30.63688480642639,30.630974956227934
133,"G9B (Trois-Rivieres, QC)",G9B,104507.75,104507.75,216934834.5,89385.35803757486,1753801739027,Synapse54,1753801739027,Synapse54,1004574485.04,19979,423,4.92,978227322.17,113747.36,90944.32,98746.92,112107.99,770,8.95,898817046.13,1085,12.62,2208,24.64,199,2.31,120354.96,,,,,,,,,,,,,,2386,26.08,86423.18,116480.63,9148,6753,75.36,6762,73.92,6619,76.97,143505.51,347,4.03,1035110696.63,1285920543.01,8600,8961,1982,23.05,76.96511627906976,75.35989286909943,73.91779623961521,-1.6052234099703355,-1.4420966294842117,-3.047320039454547,23.046511627906977,24.640107130900567,26.082203760384782,1.5935955029935904,1.4420966294842152,3.0356921324778057,4.1976744186046515,2.086820667336235,6.372093023255814,7.272417595824238,5.2313974098153,11.766292079723618,19.235227197948472,17.958747472832577,24.23024389532049,45.05580740281403,14.930232558139537,23.046511627906977,14.21284930335267,58.86728312043731,57.825443189470235,60.4300430168879
134,"G9C (Trois-Rivieres, QC)",G9C,107804.91,107804.91,12875179.0,26201.339674832936,1753801739027,Synapse54,1753801739027,Synapse54,211464972.22,4229,183,10.33,209764669.67,118377.35,102342.79,109911.31,115588.53,224,12.64,191023721.71,255,14.39,183,10.01,18,1.02,124152.09,,,,,,,,,,,,,,194,10.44,95358.12,131004.52,1858,1647,90.05,1664,89.56,1604,90.52,147960.82,40,2.26,219989928.44,270688889.63,1772,1829,168,9.48,90.51918735891647,90.04920721705851,89.55866523143165,-0.46998014185795967,-0.49054198562686224,-0.9605221274848219,9.480812641083523,10.005467468562056,10.441334768568353,0.5246548274785336,0.43586730000629714,0.9605221274848308,3.216704288939052,1.5855658829961725,4.853273137697517,7.220097860106739,7.324672508224783,10.70089637402866,19.177067417874326,19.191118730183458,23.046037402493006,49.863002770196765,15.406320541760724,9.480812641083523,11.937339251681136,62.46094524716126,59.64980299308857,66.67765862827031
135,"G9H (Becancour, QC)",G9H,93104.86,93104.86,965246378.5,214717.67022828877,1753801739027,Synapse54,1753801739027,Synapse54,721169925.36,14778,310,4.62,691400208.33,102948.21,81278.06,87351.45,100802.21,617,9.19,625318026.71,1104,16.44,1809,25.29,145,2.16,107222.97,,,,,,,,,,,,,,1913,25.44,76164.14,104367.19,7521,5334,74.56,5597,74.42,5019,74.73,129033.37,306,4.56,720139188.55,923144312.18,6716,7154,1685,25.09,74.7319833234068,74.55968688845401,74.41829543943625,-0.17229643495278424,-0.14139144901776035,-0.3136878839705446,25.089338892197738,25.286552977355324,25.435447413907724,0.19721408515758654,0.14889443655239987,0.3461085217099864,6.521739130434782,5.129997204361197,11.986301369863012,8.267398715813552,6.714340895859913,15.328503986092926,20.341163838308148,19.479630847570366,28.189706498093898,54.02986979854042,18.597379392495533,25.089338892197738,16.308887049476127,52.21227761168788,51.516081750813505,53.256571402999434
136,"G9N (Shawinigan, QC)",G9N,58087.78,58087.78,149583035.5,113854.1611209567,1753801739027,Synapse54,1753801739027,Synapse54,584851343.99,16849,89,0.97,583648447.83,63891.46,49211.24,52171.81,63112.74,564,6.17,530639575.23,1127,12.34,5496,59.31,415,4.54,66896.02,,,,,,,,,,,,,,5605,59.69,45173.77,63353.01,9390,3771,40.69,3785,40.31,3750,41.05,80788.4,475,5.2,611104009.08,748647680.23,9135,9267,5385,58.95,41.050903119868636,40.692780835221754,40.308839190628326,-0.3581222846468819,-0.3839416445934276,-0.7420639292403095,58.94909688013136,59.307219164778246,59.69116080937167,0.358122284646889,0.3839416445934205,0.7420639292403095,1.444991789819376,1.3272903852379412,2.7914614121510675,8.65063185406638,8.937642353073478,10.216307130221578,20.767124860342946,21.431497201266364,22.50740775814384,49.1519631280753,16.880131362889983,58.94909688013136,23.039700237719007,31.919234399134893,32.14069408625145,31.587044868460058
137,"G9P (Shawinigan, QC)",G9P,73285.3,73285.3,32510118.0,38949.97843748969,1753801739027,Synapse54,1753801739027,Synapse54,470143872.79,11980,71,1.2,472129884.01,80103.48,63147.76,68757.05,78264.25,252,4.28,431939321.05,631,10.71,2470,41.12,127,2.15,84398.04,,,,,,,,,,,,,,2562,41.91,59776.27,80941.16,6113,3537,58.88,3551,58.09,3518,59.69,100183.33,181,3.07,497437174.18,601814671.99,5894,6007,2376,40.31,59.68781812012216,58.88130514399867,58.089317847210864,-0.8065129761234928,-0.7919872967878021,-1.598500272911295,40.31218187987784,41.11869485600133,41.910682152789136,0.8065129761234928,0.7919872967878021,1.598500272911295,1.9172039362063114,1.764607957383053,3.7156430268069225,6.793927295105563,5.640181296022662,8.844888593872092,18.703384580968955,17.720524658925886,20.983051373685736,47.232761186177775,12.860536138445877,40.31218187987784,16.930917558079187,41.04884791724437,40.54967169203512,41.79761225505826
138,"G9R (Shawinigan, QC)",G9R,90943.78,90943.78,156430596.5,105284.31387222232,1753801739027,Synapse54,1753801739027,Synapse54,117650799.31,2809,16,1.34,118504763.4,99333.41,75538.55,83244.46,96362.16,31,2.6,108491232.82,96,8.05,187,15.32,15,1.26,104734.19,,,,,,,,,,,,,,197,15.8,72371.5,95723.16,1247,1034,84.68,1050,84.2,1016,85.16,123349.81,16,1.34,124942485.3,150600659.27,1193,1221,177,14.84,85.16345347862531,84.68468468468468,84.20208500400962,-0.4787687939406311,-0.4825996806750652,-0.9613684746156963,14.836546521374686,15.315315315315313,15.797914995990379,0.47876879394062755,0.4825996806750652,0.9613684746156927,2.347024308466052,2.1294021294021293,4.526404023470243,5.957944567511934,4.376101089517286,8.442678963006008,17.77415760794063,14.990426990576905,20.535988145579186,49.23907028969236,9.304274937133277,14.836546521374686,10.272719503535995,50.43404864392707,50.32032919879798,50.60462781162071
139,"G9T (Grand-Mere, QC)",G9T,67207.82,67207.82,175921560.5,90399.15322236488,1753801739027,Synapse54,1753801739027,Synapse54,635467089.7,17116,146,1.68,637170820.06,73389.87,57017.37,61779.81,71985.26,436,5.02,583515351.83,881,10.15,3515,39.82,221,2.55,77399.0,,,,,,,,,,,,,,3628,40.45,53090.88,72998.55,8968,5313,60.18,5340,59.55,5269,60.69,92145.8,290,3.34,671997694.01,813439120.04,8682,8828,3413,39.31,60.68878138677724,60.1835070231083,59.54504906333631,-0.5052743636689385,-0.6384579597719906,-1.1437323234409291,39.311218613222756,39.81649297689171,40.45495093666369,0.5052743636689527,0.6384579597719835,1.1437323234409362,1.6816401750748677,1.5858631626642499,3.2941718498041928,7.108458509738877,7.395790011391798,8.90323411493302,19.052959340559962,18.159233574852376,21.047903481034144,48.34217252983811,12.692927896797974,39.311218613222756,17.059126196424483,37.161339240871776,37.18692611120364,37.12295893537397
140,"G9X (La Tuque, QC)",G9X,75004.7,75004.7,4798536478.5,388015.362952818,1753801739027,Synapse54,1753801739027,Synapse54,424917879.46,10480,70,1.32,423822219.94,79830.89,63703.66,68871.48,81153.78,291,5.48,398184494.0,602,11.34,1648,31.47,136,2.56,86378.17,,,,,,,,,,,,,,1613,31.39,59098.78,80373.55,5139,3588,68.53,3525,68.59,3629,68.36,103882.1,221,4.16,458563876.55,543922465.16,5309,5236,1679,31.63,68.35562252778301,68.52559205500381,68.59311150029188,0.1699695272208004,0.0675194452880703,0.2374889725088707,31.625541533245432,31.47440794499618,31.387429460984627,-0.15113358824925172,-0.08697848401155284,-0.23811207226080455,-1.3750235449237145,-1.8525592055003821,-3.2021096251648147,8.198259575733257,7.791835973602171,6.713818810834954,20.26429825961815,16.700773672934,18.614328989931415,49.6420452411223,13.900922961009607,31.625541533245432,16.343457245081666,41.43017754166637,41.50103718425914,41.32388807777721
141,"H0M (Akwesasne, QC)",H0M,0.0,0.0,4195699.0,36371.52492841964,1753801739027,Synapse54,1753801739027,Synapse54,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,,,,,,,,,,,,,,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
142,"H1A (Montreal, QC)",H1A,86050.93,86050.93,32047972.5,27217.161718354226,1753801739027,Synapse54,1753801739027,Synapse54,1446658558.28,35058,2945,19.08,1448208267.5,93801.95,75452.88,80948.22,92445.56,3928,25.44,1328549392.54,1851,11.99,6568,41.97,309,2.0,99099.41,,,,,,,,,,,,,,6728,43.01,70590.78,96390.32,15644,9081,58.03,8916,56.99,9131,59.14,118336.32,983,6.37,1530006237.79,1851816850.35,15439,15649,6308,40.86,59.14243150463113,58.029267045817626,56.99309639478394,-1.1131644588135075,-1.0361706510336859,-2.1493351098471933,40.857568495368874,41.970732954182374,43.00690360521606,1.1131644588135003,1.0361706510336859,2.1493351098471862,1.3601917222618045,-0.03195092338168573,1.327806205065095,7.431215444156159,6.887726697452565,8.890084659494056,19.41173010010857,19.076515827031162,21.033287617495965,45.33001799848509,13.99054342897856,40.857568495368874,17.799838336232746,48.31162751024375,47.61305419087177,49.35948748930171
143,"H1B (Montreal, QC)",H1B,77616.95,77616.95,42382103.0,29920.24369847441,1753801739027,Synapse54,1753801739027,Synapse54,791539576.85,20963,634,6.8,784853690.31,84220.81,70106.9,75005.89,83922.58,1119,12.01,723309015.56,1303,13.98,5303,56.22,257,2.76,89386.53,,,,,,,,,,,,,,5350,57.59,64730.57,89344.53,9290,4129,43.78,3940,42.41,4196,45.03,107426.35,485,5.2,832989207.52,1013222033.4,9319,9432,5123,54.97,45.0262903745037,43.77650551314674,42.41119483315393,-1.2497848613569644,-1.3653106799928096,-2.615095541349774,54.973709625496305,56.22349448685326,57.58880516684607,1.2497848613569573,1.3653106799928096,2.615095541349767,1.2125764567013628,-1.5055131467345206,-0.3111921880030046,8.124037339782102,8.305704707991904,9.43311362394324,20.18181039134197,19.1166853696423,21.63687407386639,44.117010183130276,16.73999356154094,54.973709625496305,21.914674726418042,43.87258793722967,42.946427731579256,45.261828245705296
144,"H1C (Montreal, QC)",H1C,121179.13,121179.13,26679819.5,25870.587310829436,1753801739027,Synapse54,1753801739027,Synapse54,677476467.24,15970,579,11.46,669008702.54,132398.32,111608.34,119831.03,130722.68,698,13.81,612324280.64,490,9.7,868,16.75,47,0.93,139554.34,,,,,,,,,,,,,,914,17.53,103509.45,143045.8,5213,4315,83.25,4299,82.47,4256,84.23,167333.51,119,2.36,705175113.7,867213849.86,5053,5183,797,15.77,84.22719176726697,83.25294231140266,82.46690964895453,-0.9742494558643102,-0.786032662448136,-1.7602821183124462,15.772808232733029,16.747057688597337,17.533090351045463,0.9742494558643084,0.7860326624481253,1.7602821183124338,2.572729071838512,0.5788153579008296,3.166435780724322,7.875572303580649,7.824300100135783,10.640144227484022,19.90562959202846,19.37292035293362,22.978510303603183,47.191170747423605,10.627350089056007,15.772808232733029,12.077370587804175,69.1808944951561,67.04992593912345,72.37734732920505
145,"H1E (Montreal, QC)",H1E,90498.05,90498.05,29995565.0,23264.2709841518,1753801739027,Synapse54,1753801739027,Synapse54,1710044356.06,44569,2007,11.57,1687367991.43,97271.46,77202.71,82532.76,97477.89,2808,16.19,1569888103.67,1640,9.45,6779,38.64,191,1.1,104220.87,,,,,,,,,,,,,,6988,39.69,72091.24,98642.6,17605,10764,61.36,10617,60.31,10832,62.44,124778.02,801,4.62,1807940754.55,2188967766.66,17347,17543,6515,37.56,62.44307373032802,61.3578065325201,60.306731042317516,-1.0852671978079158,-1.0510754902025852,-2.136342688010501,37.55692626967199,38.642193467479906,39.69326895768248,1.0852671978079158,1.051075490202571,2.1363426880104868,1.129878365135182,0.353417317448555,1.4872888683922292,7.712696571915082,7.090278929867208,8.927786130893667,19.72460026480302,19.519327840241875,21.075193484691276,45.218139400570486,10.555139217155704,37.55692626967199,16.24269821266466,50.207684908094144,50.07370122342925,50.40866043509149
146,"H1G (Montreal, QC)",H1G,68141.34,68141.34,16132403.5,17322.15503203977,1753801739027,Synapse54,1753801739027,Synapse54,1569606552.25,53022,1040,4.95,1523933427.23,72585.54,60149.98,63896.18,74018.65,2795,13.31,1430625513.35,2735,13.03,15314,72.22,619,2.95,78474.07,,,,,,,,,,,,,,15444,72.72,55755.18,77376.61,21238,5892,27.78,5794,27.28,5936,28.27,94748.67,1755,8.36,1647560844.66,2009198262.66,20995,21206,15059,71.73,28.27339842819719,27.78458926718853,27.281288256898012,-0.48880916100866045,-0.5033010102905173,-0.9921101712991778,71.7266015718028,72.21541073281146,72.71871174310198,0.48880916100866045,0.5033010102905138,0.9921101712991742,1.0050011907597047,0.15090068848439123,1.1574184329602286,8.625175260715444,7.882316943466066,9.71470434457425,20.73882493924425,21.09739580676028,21.9498672338641,48.158519099210594,15.975232198142415,71.7266015718028,25.15609630835292,38.21644407551118,37.70345438519512,38.98592861098525
147,"H1H (Montreal, QC)",H1H,65245.93,65245.93,10210927.5,13709.10864093512,1753801739027,Synapse54,1753801739027,Synapse54,1199520047.29,39182,1245,7.47,1161687464.84,69716.59,57529.92,60851.55,71038.62,2526,15.16,1087195964.04,2271,13.63,12108,71.71,449,2.69,75139.61,,,,,,,,,,,,,,12180,71.96,53134.26,73941.38,16926,4777,28.29,4746,28.04,4735,28.42,90934.05,1281,7.69,1252054771.92,1535463515.68,16663,16885,11928,71.58,28.416251575346575,28.29138288421676,28.03970223325062,-0.1248686911298158,-0.25168065096614,-0.3765493420959558,71.58374842465342,71.70861711578324,71.96029776674938,0.12486869112981935,0.25168065096613645,0.3765493420959558,1.3322931044829862,0.24281907018063367,1.5783472363920064,8.878239608202373,8.272741541897819,10.331539755961364,21.02012507118416,21.511087227852045,22.635490883948993,50.09003528025806,16.323591190061816,71.58374842465342,25.383404955552002,36.52214941019403,36.10138787371417,37.15329171491383
