OBJECTID,DESCRIPTION,ID,MP10104A_B,MP10104A_B_P,thematic_value,Shape__Area,Shape__Length,CreationDate,Creator,EditDate,Editor,X14060_X,X14060_X_A,pointCount,MP10002A_B,MP10002A_B_P,X14068_X,X14068_X_A,MP10116A_B,MP10116A_B_P,name,address,locality,region,postcode,country,fsq_category,fsq_category_all,INDUSTRY_DESC,source,esri_pid,DESC_,LATITUDE,LONGITUDE,MP10128A_B,MP10128A_B_P,MP10138A_B,MP10138A_B_P,MP10020A_B,MP10020A_B_P,X14058_X,X14058_X_A,GENZ_CY,GENZ_CY_P,MP10028A_B,MP10028A_B_P,MP10110A_B,MP10110A_B_P,MP10120A_B,MP10120A_B_P,GENALPHACY,GENALPHACY_P
112,32224 (Jacksonville),32224,4405,12.3,12.3,58808750.0,54603.915947366266,1754588074696,Synapse54,1754588074696,Synapse54,641289768,35554.13,1,5311,14.83,65281455,3619.31,6304,17.6,H&R Block,1108 Sterling Rd,Inverness,FL,34450.0,US,"63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","4d4b7105d754a06375d81259, 63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","Business and Professional Services, Financial Service, Legal Service",Foursquare,d975c31b924358c239cc2e77ff1a4ee7,"H&R Block, 1108 Sterling Rd, Inverness, FL",28.8380950818238,-82.34370424333524,1062,2.96,1306,3.65,26899,75.09,1012095927,56112.21,11946,27.78,2092,5.84,7475,20.87,2775,7.75,3503,8.15
113,32225 (Jacksonville),32225,5306,11.88,11.88,91519761.90429688,99456.51624352294,1754588074696,Synapse54,1754588074696,Synapse54,698410815,31075.01,4,6694,14.99,71627113,3186.97,8557,19.17,H&R Block,15880 San Carlos Blvd,Fort Myers,FL,33908.0,US,"63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","4d4b7105d754a06375d81259, 63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","Business and Professional Services, Financial Service, Legal Service",Foursquare,2da8409025c8214a5ac1cc572a1f07b6,"H&R Block, 15880 San Carlos Blvd, Fort Myers, FL",26.509647759972648,-81.94510667983758,1497,3.35,1420,3.18,34069,76.3,1099469238,48919.65,11476,20.58,2716,6.08,8832,19.78,3481,7.8,5495,9.85
114,32226 (Jacksonville),32226,2037,12.08,12.08,309917826.6074219,521882.42369927873,1754588074696,Synapse54,1754588074696,Synapse54,280074183,34895.86,0,2694,15.98,28479888,3548.45,3162,18.76,H&R Block,8409 Front Beach Rd,Panama City Beach,FL,32407.0,US,"63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","4d4b7105d754a06375d81259, 63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","Business and Professional Services, Financial Service, Legal Service",Foursquare,579cbdd8f7a016f548611d2730276ef4,"H&R Block, 8409 Front Beach Rd, Panama City Beach, FL",30.18360592634968,-85.7794609250673,577,3.42,582,3.45,13150,78.01,448058036,55825.82,4582,20.79,1085,6.44,3295,19.55,1340,7.95,2647,12.01
115,32227 (Jacksonville),32227,570,16.49,16.49,7162500.0,20870.272734897993,1754588074696,Synapse54,1754588074696,Synapse54,8024829,15432.36,0,461,13.34,1076231,2069.68,1057,30.58,H&R Block,80 Hancock Bridge Pkwy W,Cape Coral,FL,33991.0,US,"63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","4d4b7105d754a06375d81259, 63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","Business and Professional Services, Financial Service, Legal Service",Foursquare,c66a06ff8f6074316ace3c07bb04be01,"H&R Block, 80 Hancock Bridge Pkwy W, Cape Coral, FL",26.64861955335679,-81.97713085165687,151,4.37,235,6.8,2785,80.58,9310949,17905.67,2258,55.38,352,10.19,1065,30.82,344,9.95,391,9.59
116,32233 (Atlantic Beach),32233,2501,11.84,11.84,34141000.0,60046.58291901578,1754588074696,Synapse54,1754588074696,Synapse54,380911057,34459.11,2,3154,14.94,37132186,3359.16,3851,18.24,H&R Block,7512-40 Dr Phillips Blvd,Orlando,FL,32819.0,US,"63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","4d4b7105d754a06375d81259, 63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","Business and Professional Services, Financial Service, Legal Service",Foursquare,a9b9e5f9cbf2e8cefeff016ad82f25da,"H&R Block, 7512-40 Dr Phillips Blvd, Orlando, FL",28.45409450019542,-81.48985870000168,668,3.16,656,3.11,15814,74.89,629741330,56969.54,5016,19.55,1376,6.52,3702,17.53,1544,7.31,2312,9.01
117,32234 (Jacksonville),32234,719,11.45,11.45,443460000.0,178110.13114169426,1754588074696,Synapse54,1754588074696,Synapse54,77816709,26043.08,0,761,12.12,7640560,2557.08,1246,19.84,H&R Block,2342 Griffin Rd,Lakeland,FL,33810.0,US,"63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","4d4b7105d754a06375d81259, 63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","Business and Professional Services, Financial Service, Legal Service",Foursquare,306c4b437c81a10e1896fe7ccb6092fb,"H&R Block, 2342 Griffin Rd, Lakeland, FL",28.079136861704526,-81.99302204004977,206,3.28,176,2.8,4625,73.66,115523365,38662.44,1715,21.29,422,6.72,1038,16.53,482,7.68,860,10.67
118,32244 (Jacksonville),32244,6211,12.14,12.14,88041250.0,52663.57461870429,1754588074696,Synapse54,1754588074696,Synapse54,532405221,20391.64,2,7211,14.1,57681192,2209.25,11118,21.73,H&R Block,14557 NW US Highway 441,Alachua,FL,32615.0,US,"63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","4d4b7105d754a06375d81259, 63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","Business and Professional Services, Financial Service, Legal Service",Foursquare,f6531419da36ea066c45ac7b2ecb5f3a,"H&R Block, 14557 NW US Highway 441, Alachua, FL",29.79181033563171,-82.48275358312017,1762,3.44,1449,2.83,34858,68.14,746741090,28600.91,15625,23.48,3246,6.35,9685,18.93,4540,8.87,7560,11.36
119,32246 (Jacksonville),32246,6079,12.56,12.56,67588750.0,40806.88033338723,1754588074696,Synapse54,1754588074696,Synapse54,632833603,25159.37,0,7148,14.76,67924364,2700.45,9941,20.53,H&R Block,1371 S Walnut St Ste 1500,Starke,FL,32091.0,US,"63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","4d4b7105d754a06375d81259, 63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","Business and Professional Services, Financial Service, Legal Service",Foursquare,c42b6f5f74b071e049f0cf7c6267b939,"H&R Block, 1371 S Walnut St Ste 1500, Starke, FL",29.93276065137977,-82.1185554170031,1759,3.63,1681,3.47,35813,73.97,912321326,36270.88,13459,22.34,3148,6.5,9960,20.57,4245,8.77,6073,10.08
120,32250 (Jacksonville Beach),32250,2987,11.27,11.27,32888360.671875,94236.3643829393,1754588074696,Synapse54,1754588074696,Synapse54,626789776,43158.42,2,4299,16.23,61260706,4218.19,4480,16.91,H&R Block,3541 University Blvd W Ste 3,Jacksonville,FL,32217.0,US,"63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","4d4b7105d754a06375d81259, 63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","Business and Professional Services, Financial Service, Legal Service",Foursquare,95f6e55cfed93679f254515c0ed8da1b,"H&R Block, 3541 University Blvd W Ste 3, Jacksonville, FL",30.262115011772167,-81.62546069918824,830,3.13,933,3.52,19681,74.28,1016209719,69972.44,5541,17.41,1548,5.84,5163,19.49,2090,7.89,2760,8.67
121,32254 (Jacksonville),32254,1204,10.69,10.69,41998750.0,33418.85979159952,1754588074696,Synapse54,1754588074696,Synapse54,92324620,16231.47,0,1230,10.92,9616120,1690.6,2529,22.44,H&R Block,2292 Mayport Rd,Jacksonville,FL,32233.0,US,"63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","4d4b7105d754a06375d81259, 63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","Business and Professional Services, Financial Service, Legal Service",Foursquare,5830c55f035e91a36bb479732abcae78,"H&R Block, 2292 Mayport Rd, Jacksonville, FL",30.350112800113077,-81.4142906001114,364,3.23,280,2.48,6542,58.06,117238632,20611.57,3634,24.11,623,5.53,1655,14.69,1142,10.13,1853,12.3
122,32256 (Jacksonville),32256,7300,12.62,12.62,225911250.0,66007.62658510808,1754588074696,Synapse54,1754588074696,Synapse54,868806659,26887.22,1,9136,15.8,94942561,2938.22,11330,19.59,H&R Block,1267 S Jefferson St,Monticello,FL,32344.0,US,"63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","4d4b7105d754a06375d81259, 63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","Business and Professional Services, Financial Service, Legal Service",Foursquare,513e8d9bd2cbbd3cf0a299df43f84a1b,"H&R Block, 1267 S Jefferson St, Monticello, FL",30.5346936408411,-83.87112853164571,1973,3.41,2356,4.07,42830,74.06,1288614115,39879.12,14590,21.08,3633,6.28,12250,21.18,5358,9.27,5967,8.62
123,32257 (Jacksonville),32257,4098,12.14,12.14,43317500.0,29140.675576359034,1754588074696,Synapse54,1754588074696,Synapse54,533680649,30291.78,2,4807,14.24,54795850,3110.22,6618,19.61,H&R Block,1338 Del Prado Blvd S Ste 10,Cape Coral,FL,33990.0,US,"63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","4d4b7105d754a06375d81259, 63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","Business and Professional Services, Financial Service, Legal Service",Foursquare,f854d9083fffc2dc2452f3273e2de0c6,"H&R Block, 1338 Del Prado Blvd S Ste 10, Cape Coral, FL",26.627423130301064,-81.9413442479668,1128,3.34,1035,3.07,25011,74.11,819212398,46498.6,8733,20.67,2009,5.95,6425,19.04,2648,7.85,4107,9.72
124,32258 (Jacksonville),32258,4230,13.24,13.24,64878750.0,42662.09618659431,1754588074696,Synapse54,1754588074696,Synapse54,524261883,31813.94,0,4918,15.39,56972009,3457.25,6342,19.85,H&R Block,4549 Gunn Hwy,Tampa,FL,33624.0,US,"63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","4d4b7105d754a06375d81259, 63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","Business and Professional Services, Financial Service, Legal Service",Foursquare,786c938b2178611ddca5fe37e89c1ec1,"H&R Block, 4549 Gunn Hwy, Tampa, FL",28.05008268411215,-82.5190578912984,1104,3.46,1059,3.31,24380,76.31,788541243,47851.28,8314,20.47,2156,6.75,6806,21.3,2583,8.08,4343,10.69
125,32259 (Saint Johns),32259,6826,11.67,11.67,192821071.4277344,77497.20408704606,1754588074696,Synapse54,1754588074696,Synapse54,1170120394,45152.24,1,11558,19.75,121891970,4703.53,10125,17.3,H&R Block,4901 Palm Beach Blvd,Fort Myers,FL,33905.0,US,"63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","4d4b7105d754a06375d81259, 63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","Business and Professional Services, Financial Service, Legal Service",Foursquare,77a7b992af0d993b51f356a657a56b23,"H&R Block, 4901 Palm Beach Blvd, Fort Myers, FL",26.68228641015456,-81.80368089457922,1937,3.31,2602,4.45,46362,79.23,1890248176,72940.31,20860,26.28,3801,6.5,13135,22.45,5029,8.59,8770,11.05
126,32266 (Neptune Beach),32266,657,11.3,11.3,9062500.0,13335.080168438277,1754588074696,Synapse54,1754588074696,Synapse54,153059376,47786.26,0,844,14.52,14324599,4472.24,910,15.65,H&R Block,935 N Collier Blvd,Marco Island,FL,34145.0,US,"63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","4d4b7105d754a06375d81259, 63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","Business and Professional Services, Financial Service, Legal Service",Foursquare,7f455e85726bd9970df7d7abd8ceda0b,"H&R Block, 935 N Collier Blvd, Marco Island, FL",25.953309794803538,-81.72620817314882,164,2.82,209,3.6,4494,77.31,255225273,79683.19,1165,16.58,295,5.07,1141,19.63,412,7.09,637,9.07
127,32277 (Jacksonville),32277,3053,12.15,12.15,24528750.0,38807.5883494788,1754588074696,Synapse54,1754588074696,Synapse54,258142521,21348.21,1,3176,12.64,26847224,2220.25,5288,21.05,H&R Block,1340 Coral Ridge Dr,Coral Springs,FL,33071.0,US,"63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","4d4b7105d754a06375d81259, 63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","Business and Professional Services, Financial Service, Legal Service",Foursquare,1c3f9a77619293609dc31ca7d0208710,"H&R Block, 1340 Coral Ridge Dr, Coral Springs, FL",26.247688167387583,-80.28061677892622,881,3.51,690,2.75,17820,70.92,378118944,31270.17,8595,27.06,1567,6.24,4333,17.25,1994,7.94,3321,10.45
128,32301 (Tallahassee),32301,3227,12.86,12.86,38680000.0,40367.83146078246,1754588074696,Synapse54,1754588074696,Synapse54,259963031,17268.7,2,3282,13.08,29578088,1964.8,5154,20.54,H&R Block,28441 S Tamiami Trl Ste 214,Bonita Springs,FL,34134.0,US,"63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","4d4b7105d754a06375d81259, 63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","Business and Professional Services, Financial Service, Legal Service",Foursquare,9c1a3cabd69e58cc85386eb49318631e,"H&R Block, 28441 S Tamiami Trl Ste 214, Bonita Springs, FL",26.32339329697381,-81.80469270301631,891,3.55,934,3.72,17384,69.29,353092538,23455.06,9452,31.03,1516,6.04,5103,20.34,2381,9.49,2828,9.29
129,32303 (Tallahassee),32303,4865,12.71,12.71,140372500.0,85218.77527253964,1754588074696,Synapse54,1754588074696,Synapse54,513618625,24037.94,3,5209,13.61,54850555,2567.07,8158,21.31,H&R Block,658 W 23rd St,Panama City,FL,32405.0,US,"63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","4d4b7105d754a06375d81259, 63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","Business and Professional Services, Financial Service, Legal Service",Foursquare,e77cfdb2cd8c7b70ccd1248cbb771f60,"H&R Block, 658 W 23rd St, Panama City, FL",30.19160956397385,-85.67002053495067,1427,3.73,1178,3.08,27331,71.4,738051867,34541.67,11825,24.77,2347,6.13,7439,19.43,3278,8.56,4791,10.04
130,32304 (Tallahassee),32304,6281,12.97,12.97,56090000.0,53901.47273233827,1754588074696,Synapse54,1754588074696,Synapse54,209863382,10062.98,0,4546,9.39,24483171,1173.97,9353,19.31,H&R Block,8370 Pines Blvd,Pembroke Pines,FL,33024.0,US,"63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","4d4b7105d754a06375d81259, 63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","Business and Professional Services, Financial Service, Legal Service",Foursquare,c28c3d3ba33949ba11a721ad9182c1f2,"H&R Block, 8370 Pines Blvd, Pembroke Pines, FL",26.007997596006145,-80.2516393197498,1514,3.13,1866,3.85,34057,70.32,261995747,12562.73,35045,64.34,2937,6.06,10381,21.43,3575,7.38,3492,6.41
131,32305 (Tallahassee),32305,1796,11.52,11.52,325016250.0,123492.51771999864,1754588074696,Synapse54,1754588074696,Synapse54,164899548,20405.83,1,1905,12.22,16672526,2063.18,3433,22.02,H&R Block,1731 E Oak St Unit 14,Arcadia,FL,34266.0,US,"63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","4d4b7105d754a06375d81259, 63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","Business and Professional Services, Financial Service, Legal Service",Foursquare,3dfbacb8d45b2e1bb923eaee73f4e2ff,"H&R Block, 1731 E Oak St Unit 14, Arcadia, FL",27.21045927025941,-81.8381496517812,464,2.98,370,2.37,10184,65.33,232570205,28779.88,4525,22.73,980,6.29,2593,16.63,1204,7.72,2004,10.07
132,32306 (Tallahassee),32306,1,16.67,16.67,895000.0,4693.147408092246,1754588074696,Synapse54,1754588074696,Synapse54,0,0.0,0,0,0.0,0,0.0,1,16.67,H&R Block,13500 SW 88th St Ste 129,Miami,FL,33186.0,US,"63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","4d4b7105d754a06375d81259, 63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","Business and Professional Services, Financial Service, Legal Service",Foursquare,9820e502553599db7c84bdb498bffc9c,"H&R Block, 13500 SW 88th St Ste 129, Miami, FL",25.684744699966704,-80.41396699095301,0,0.0,0,0.0,4,66.67,0,0.0,6,100.0,0,0.0,1,16.67,0,0.0,0,0.0
133,32307 (Tallahassee),32307,113,12.99,12.99,416250.0,2752.769256906871,1754588074696,Synapse54,1754588074696,Synapse54,7881,7881.0,0,69,7.93,944,944.0,156,17.93,H&R Block,4216 Bee Ridge Rd,Sarasota,FL,34233.0,US,"63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","4d4b7105d754a06375d81259, 63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","Business and Professional Services, Financial Service, Legal Service",Foursquare,4f20d5cf3f8dbf5e9edd3c1bc75dafd4,"H&R Block, 4216 Bee Ridge Rd, Sarasota, FL",27.29834081005114,-82.48349974984632,24,2.76,39,4.48,631,72.53,9372,9372.0,866,99.43,55,6.32,201,23.1,61,7.01,0,0.0
134,32308 (Tallahassee),32308,2397,11.91,11.91,50062500.0,38065.325049785235,1754588074696,Synapse54,1754588074696,Synapse54,365019616,31843.29,1,2876,14.29,36263063,3163.49,3679,18.28,H&R Block,7515 W Waters Ave,Tampa,FL,33615.0,US,"63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","4d4b7105d754a06375d81259, 63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","Business and Professional Services, Financial Service, Legal Service",Foursquare,8eda358e3d431c2f4c6de67b361bf775,"H&R Block, 7515 W Waters Ave, Tampa, FL",28.027495434877704,-82.56276799961208,716,3.56,778,3.86,15084,74.93,573305169,50013.54,4483,18.67,1285,6.38,3704,18.4,1712,8.5,1921,8.0
135,32309 (Tallahassee),32309,2649,10.74,10.74,454176250.0,129589.67442891216,1754588074696,Synapse54,1754588074696,Synapse54,495568324,39456.08,0,3743,15.17,46166487,3675.68,4042,16.38,H&R Block,403 US 27 N,Lake Placid,FL,33852.0,US,"63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","4d4b7105d754a06375d81259, 63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","Business and Professional Services, Financial Service, Legal Service",Foursquare,01da80bf0d263f3e2e5ba541ed513263,"H&R Block, 403 US 27 N, Lake Placid, FL",27.30020443083258,-81.35783942830655,732,2.97,801,3.25,19164,77.67,839767018,66860.43,6612,21.15,1402,5.68,4460,18.08,1670,6.77,2805,8.97
136,32310 (Tallahassee),32310,1717,11.65,11.65,591277500.0,150037.1444402268,1754588074696,Synapse54,1754588074696,Synapse54,110764842,15409.69,0,1754,11.91,12003661,1669.96,3097,21.02,H&R Block,7070 State Rd 37 N,Mulberry,FL,33860.0,US,"63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","4d4b7105d754a06375d81259, 63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","Business and Professional Services, Financial Service, Legal Service",Foursquare,f94493aa5984890a5f2e46daa21e3751,"H&R Block, 7070 State Rd 37 N, Mulberry, FL",27.937733977103633,-81.97577243725054,471,3.2,381,2.59,9477,64.33,149569538,20808.23,6536,35.89,887,6.02,2569,17.44,1209,8.21,1771,9.72
137,32311 (Tallahassee),32311,2278,11.64,11.64,272900000.0,111832.1119120944,1754588074696,Synapse54,1754588074696,Synapse54,323883167,31660.13,0,2833,14.48,33320949,3257.18,3453,17.65,H&R Block,10601 US Highway 441 Ste A8,Leesburg,FL,34788.0,US,"63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","4d4b7105d754a06375d81259, 63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","Business and Professional Services, Financial Service, Legal Service",Foursquare,77cbeaddd683451992abe0ae4e28a923,"H&R Block, 10601 US Highway 441 Ste A8, Leesburg, FL",28.82307121363373,-81.78223689961489,603,3.08,619,3.16,13599,69.51,495236397,48410.2,4973,20.58,1107,5.66,3625,18.53,1458,7.45,2281,9.44
138,32312 (Tallahassee),32312,2891,10.61,10.61,372215000.0,135252.91772116843,1754588074696,Synapse54,1754588074696,Synapse54,619357494,46666.48,1,4553,16.7,57418205,4326.27,4232,15.52,H&R Block,5007 N Davis Hwy Ste 12B,Pensacola,FL,32503.0,US,"63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","4d4b7105d754a06375d81259, 63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","Business and Professional Services, Financial Service, Legal Service",Foursquare,51cd643f45af117f19da8af2c0fe501c,"H&R Block, 5007 N Davis Hwy Ste 12B, Pensacola, FL",30.471018490124905,-87.22670280204628,819,3.0,895,3.28,21365,78.37,1074475361,80958.06,7622,22.0,1544,5.66,5108,18.74,1904,6.98,3196,9.22
139,32317 (Tallahassee),32317,1305,10.68,10.68,152206250.0,63049.81455123837,1754588074696,Synapse54,1754588074696,Synapse54,258835192,44072.06,0,1747,14.3,23438844,3990.95,1927,15.77,H&R Block,122 N Beach St,Daytona Beach,FL,32114.0,US,"63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","4d4b7105d754a06375d81259, 63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","Business and Professional Services, Financial Service, Legal Service",Foursquare,cccbb905ac0e08e91068e05d45a5356d,"H&R Block, 122 N Beach St, Daytona Beach, FL",29.21269538265117,-81.01994684514828,376,3.08,400,3.27,9650,78.98,433758672,73856.41,3061,20.11,702,5.75,2224,18.2,794,6.5,1304,8.57
140,32320 (Apalachicola),32320,386,11.81,11.81,227960000.0,198617.58464167797,1754588074696,Synapse54,1754588074696,Synapse54,38514276,22262.59,0,385,11.78,3361251,1942.92,561,17.16,H&R Block,5520 W Sample Rd,Margate,FL,33073.0,US,"63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","4d4b7105d754a06375d81259, 63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","Business and Professional Services, Financial Service, Legal Service",Foursquare,fce3f0fac22a4789539c55134805354d,"H&R Block, 5520 W Sample Rd, Margate, FL",26.273296582964413,-80.19883690340642,101,3.09,78,2.39,2283,69.84,57295547,33118.81,751,18.9,210,6.42,431,13.18,199,6.09,311,7.83
141,32321 (Bristol),32321,474,9.72,9.72,1277885000.0,274280.7957321937,1754588074696,Synapse54,1754588074696,Synapse54,33009216,18607.22,0,242,4.96,3068600,1729.76,646,13.25,H&R Block,11821 Palm Beach Blvd Unit 126,Fort Myers,FL,33905.0,US,"63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","4d4b7105d754a06375d81259, 63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","Business and Professional Services, Financial Service, Legal Service",Foursquare,2ced40874f33f2f2792d3968420aa15d,"H&R Block, 11821 Palm Beach Blvd Unit 126, Fort Myers, FL",26.69930240315928,-81.76243631766567,110,2.26,57,1.17,2148,44.06,43116409,24304.63,1179,19.88,219,4.49,403,8.27,213,4.37,501,8.45
142,32322 (Carrabelle),32322,470,12.85,12.85,571215000.0,205768.4535621271,1754588074696,Synapse54,1754588074696,Synapse54,36385287,26063.96,0,309,8.45,3059691,2191.76,607,16.59,H&R Block,24206 W Newberry Rd,Newberry,FL,32669.0,US,"63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","4d4b7105d754a06375d81259, 63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","Business and Professional Services, Financial Service, Legal Service",Foursquare,87e1eb6a4d03789ab06e0fc75ec85c9e,"H&R Block, 24206 W Newberry Rd, Newberry, FL",29.65097763729837,-82.59929998759569,120,3.28,74,2.02,2405,65.75,51622194,36978.65,581,14.13,223,6.1,428,11.7,199,5.44,221,5.37
143,32323 (Lanark Village),32323,20,11.11,11.11,342500.0,3574.5362014289094,1754588074696,Synapse54,1754588074696,Synapse54,3981929,34625.47,0,17,9.44,311703,2710.46,25,13.89,H&R Block,6213 N Highway 1,Cocoa,FL,32927.0,US,"63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","4d4b7105d754a06375d81259, 63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","Business and Professional Services, Financial Service, Legal Service",Foursquare,fec440ac6db813f669b6e1cb549921ce,"H&R Block, 6213 N Highway 1, Cocoa, FL",28.471165499040808,-80.76751063474391,7,3.89,5,2.78,127,70.56,5918785,51467.7,18,8.45,10,5.56,20,11.11,8,4.44,21,9.86
144,32324 (Chattahoochee),32324,490,12.91,12.91,232218750.0,87676.51201202611,1754588074696,Synapse54,1754588074696,Synapse54,23579018,15740.33,1,292,7.69,2300885,1535.97,782,20.61,H&R Block,8316 W Oakland Park Blvd,Sunrise,FL,33351.0,US,63be6904847c3692a84b9b3e,"4d4b7105d754a06375d81259, 63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b3e","Business and Professional Services, Financial Service, Accounting and Bookkeeping Service",Foursquare,299c74d6a98f78277249757fed700bcf,"H&R Block, 8316 W Oakland Park Blvd, Sunrise, FL",26.166237053952365,-80.26006907444338,121,3.19,65,1.71,2276,59.97,29494318,19689.13,851,18.95,226,5.96,493,12.99,300,7.91,327,7.28
145,32327 (Crawfordville),32327,3085,11.71,11.71,1226549550.8632812,454599.29712426825,1754588074696,Synapse54,1754588074696,Synapse54,290381014,24770.2,1,3113,11.81,29134567,2485.25,5238,19.88,H&R Block,"Palmer Ranch Plaza, 8547 S Tamiami Trail",Sarasota,FL,34238.0,US,"63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","4d4b7105d754a06375d81259, 63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","Business and Professional Services, Financial Service, Legal Service",Foursquare,8a95455c84eeaa0f66cc42ba66286d21,"H&R Block, Palmer Ranch Plaza, 8547 S Tamiami Trail, Sarasota, FL",27.227042858892144,-82.49100969796089,895,3.4,763,2.9,19139,72.64,433315586,36962.86,6678,20.3,1792,6.8,4348,16.5,1995,7.57,3123,9.49
146,32328 (Eastpoint),32328,406,12.37,12.37,971342500.0,459915.2359575288,1754588074696,Synapse54,1754588074696,Synapse54,45107914,28210.08,0,360,10.97,3960902,2477.11,484,14.74,H&R Block,6740 Memorial Hwy,Tampa,FL,33634.0,US,"63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","4d4b7105d754a06375d81259, 63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","Business and Professional Services, Financial Service, Legal Service",Foursquare,431d502b948023d01f8aac695ee8a7fa,"H&R Block, 6740 Memorial Hwy, Tampa, FL",27.99532996389664,-82.58247158866345,96,2.92,74,2.25,2254,68.66,70267403,43944.59,660,16.72,199,6.06,428,13.04,163,4.96,306,7.75
147,32330 (Greensboro),32330,1,11.11,11.11,143750.0,1591.0063789993565,1754588074696,Synapse54,1754588074696,Synapse54,36960,12320.0,0,1,11.11,3582,1194.0,2,22.22,H&R Block,1522 W 49th St,Hialeah,FL,33012.0,US,"63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","4d4b7105d754a06375d81259, 63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","Business and Professional Services, Financial Service, Legal Service",Foursquare,6937c13e94a0e6caf6534d56794c8529,"H&R Block, 1522 W 49th St, Hialeah, FL",25.86588241221969,-80.31361181127703,0,0.0,0,0.0,5,55.56,47612,15870.67,4,30.77,1,11.11,1,11.11,1,11.11,1,7.69
